num,dbh
1,6.36902433712443
2,6.68072442506245
3,6.90228893019211
4,7.07113417837029
5,7.08539542393591
6,7.20923118873478
7,7.23662061567378
8,7.37709000186949
9,7.25211177107621
10,7.51648204054284
11,7.67199734800443
12,7.79689918020697
13,7.7350522161784
14,7.71278937068922
15,7.60290491651651
16,7.94617896348919
17,8.04357358191828
18,7.94625549100708
19,7.83383173020187
20,7.94065300854339
21,8.19836073795035
22,8.31132960666261
23,8.13557235611405
24,8.37719664478821
25,8.20345964988016
26,8.18386296961789
27,8.31193028596616
28,8.4034186314774
29,8.20095191539975
30,8.69269627604165
31,8.63582083882772
32,8.46223213215308
33,8.44849311862038
34,8.66276968860067
35,8.53693485929564
36,8.53587151681027
37,8.72189182955493
38,8.72939111606169
39,8.85575014748688
40,8.98547727611477
41,9.04872718523296
42,8.99091498248832
43,8.93467995348307
44,9.0246032289151
45,8.79259638491706
46,8.99035102033858
47,9.07156929536184
48,8.95052904421009
49,9.04703257167142
50,8.85175188942161
51,8.76337732501669
52,9.04646583321907
53,9.29114984690119
54,9.30573219513817
55,9.24483170039246
56,9.32898051216882
57,9.11215896332624
58,9.33756263685029
59,9.32872063875192
60,9.11163169645381
61,9.12925502859649
62,9.37637621328878
63,9.20289351059273
64,9.20646954219844
65,9.36691328547437
66,9.35143318496537
67,9.1030166185465
68,9.08656561691864
69,9.3896707923697
70,9.54301390039108
71,9.50685587672652
72,9.4874120353673
73,9.54007868882902
74,9.45352827319627
75,9.69640349150744
76,9.45435806753123
77,9.39073204269367
78,9.68128933573733
79,9.58690197883542
80,9.41298691300768
81,9.39318453004552
82,9.47679400007699
83,9.46661508510953
84,9.47994484176603
85,9.46026968409119
86,9.9997082907772
87,10.0039019130041
88,9.78604233056139
89,9.96472620782822
90,10.008894205295
91,9.86133353999324
92,9.85920302294971
93,9.79847993496973
94,9.90356892200242
95,9.86751167255194
96,9.76767692463116
97,9.93566442318237
98,9.74188899835529
99,9.85895078371338
100,9.90855216276026
101,9.91076727501705
102,9.79326442576516
103,9.83311638374668
104,10.1998902777049
105,10.2872428845847
106,10.085914236974
107,10.2547246114628
108,10.3427115216377
109,10.0735246536923
110,10.0486703592572
111,10.1504255286971
112,10.190469509445
113,10.2562378043494
114,10.2007686949957
115,10.1836008153568
116,10.1271702832317
117,10.1269597273634
118,10.0441500945271
119,10.1933045637683
120,10.263037638059
121,10.1648843970815
122,10.0530419176141
123,10.6206956183277
124,10.4535894624241
125,10.576875504797
126,10.4212743450601
127,10.4466544604366
128,10.5666633936287
129,10.3947111770933
130,10.656931780854
131,10.6422708288355
132,10.4751620656388
133,10.4951171806124
134,10.3494659114725
135,10.635216391588
136,10.4741389084168
137,10.6596628927571
138,10.4154565852136
139,10.8412149339613
140,10.8310259008859
141,10.9688321492706
142,10.8891204755596
143,10.6924671149028
144,10.7847853585503
145,10.8376085689465
146,10.8753672023548
147,10.7924052164017
148,10.6894493861248
149,10.6713450767541
150,10.8560631287503
151,10.8024858162099
152,10.6783944813974
153,10.7538148144199
154,10.7715768010895
155,10.7988981899109
156,11.271927400982
157,11.1283934711836
158,11.2032335345669
159,11.2399715078551
160,11.1464417372497
161,11.2059591028206
162,11.0240408597037
163,11.0531669417684
164,11.1817788460829
165,11.0619647465616
166,11.2415220855102
167,11.1599054399561
168,11.0054634602401
169,11.2598626042201
170,11.0800489378686
171,11.056468255931
172,11.1060442476095
173,11.2686564072699
174,11.0418568020435
175,11.0434047142048
176,11.2753196987377
177,11.1068484624892
178,11.296718741808
179,11.294722596002
180,11.1275927817764
181,11.0001510456566
182,11.2849441260418
183,11.0731048738128
184,11.3382984515704
185,11.6021246303249
186,11.6108025261085
187,11.6064960848766
188,11.5800826996094
189,11.4634472764165
190,11.5336803081573
191,11.5767117758288
192,11.3458400260473
193,11.4822119219588
194,11.6024346714744
195,11.465532507819
196,11.333462201963
197,11.5741650752675
198,11.4652251179194
199,11.5597197184944
200,11.4922136566595
201,11.450032636721
202,11.4601910074558
203,11.3269731554052
204,11.4446271908317
205,11.4240435431495
206,11.3139608281024
207,11.740890050004
208,11.6298099862891
209,11.6739467814098
210,11.7313703699496
211,11.6327661715707
212,11.7735681756931
213,11.7747466457723
214,11.6340638021797
215,11.6414802582663
216,11.6974968698272
217,11.9103355732939
218,11.8581498708621
219,11.9264720461312
220,11.7862925120195
221,11.7373645745367
222,11.8547673025436
223,11.7915195065785
224,11.6892320415312
225,11.8467647424293
226,11.6726974737982
227,11.6698053354694
228,11.6923115358429
229,11.6751908491807
230,11.825794416621
231,12.2112598720661
232,12.0465214616887
233,12.1372805587933
234,12.0862110259506
235,12.1124303688868
236,12.1766650400865
237,12.1863530528851
238,11.968551764096
239,12.1557643715769
240,12.0046534499492
241,12.215265971493
242,12.1322204030879
243,12.2442743619889
244,12.0467382469096
245,12.1707101277289
246,12.0193844503882
247,12.040491398267
248,12.1043408530483
249,12.0692956074506
250,12.2052860038341
251,12.1531344344679
252,12.078912242597
253,12.2215759131049
254,12.2150339276141
255,12.0955073456827
256,12.2183333624555
257,12.2125442724697
258,11.9477011593765
259,12.1678229605516
260,12.136576273499
261,11.9619581922694
262,12.1619708296314
263,12.245983132741
264,12.5331940379858
265,12.3053964658323
266,12.4830115461394
267,12.4343246879449
268,12.4106311946132
269,12.3308048623702
270,12.4719697733164
271,12.4212340102537
272,12.4850205437103
273,12.4152638431658
274,12.404841863706
275,12.3859656859122
276,12.4838808600166
277,12.5320008071555
278,12.4249338129343
279,12.3227333634962
280,12.4993784853491
281,12.3724788420428
282,12.4665901272566
283,12.3389889902961
284,12.4236256947965
285,12.3225580277296
286,12.5069870091134
287,12.2637233778334
288,12.2795451023749
289,12.4761272882932
290,12.7638186650336
291,12.8642729076135
292,12.8340305495264
293,12.8635741842707
294,12.888075222923
295,12.7930760850493
296,12.8273988078253
297,12.6696121992657
298,12.5826200358782
299,12.772699827502
300,12.6679798199679
301,12.8832136204052
302,12.6497197357235
303,12.6900018286843
304,12.854920444255
305,12.8099098897494
306,12.583872774878
307,12.6894697173786
308,12.6214376345275
309,12.7991001903635
310,12.7712321232137
311,12.8141295024772
312,12.5908575238953
313,12.8123024233373
314,12.6052742602615
315,12.7380046955001
316,12.6808939230853
317,12.8441487396929
318,12.672231174964
319,13.1500958041441
320,13.1594228684105
321,12.9229611200917
322,13.0352403620513
323,12.9582736944538
324,12.9348991277431
325,13.1837541316589
326,13.1493161542252
327,13.1855544663126
328,12.9304618681549
329,13.1968263685889
330,12.9160524591501
331,13.0696542946248
332,13.1761196207349
333,13.0109976069592
334,13.0080260908557
335,13.1761597820438
336,12.9653141740005
337,13.1794505470903
338,12.9235643308586
339,12.9756912309882
340,13.0307682103705
341,12.9378277838506
342,12.9441911041137
343,12.8994343740385
344,12.9308101079817
345,13.0186379154313
346,12.9265849994528
347,13.3467981958969
348,13.236879046498
349,13.2983089896797
350,13.472112840403
351,13.4783015504266
352,13.3700538451965
353,13.4146149334237
354,13.2699958967148
355,13.3255336792411
356,13.4274529326932
357,13.3569376674311
358,13.3388778191688
359,13.2677383603123
360,13.2257170308685
361,13.3857229905569
362,13.4033979353961
363,13.6985641358343
364,13.7136847684319
365,13.7600026165304
366,13.6968658377473
367,13.5883222765792
368,13.5334569221635
369,13.7200537142982
370,13.7407875683149
371,13.7080253358347
372,13.6003310214131
373,13.5441779498113
374,13.8405777109726
375,13.6155225480682
376,13.8335127326243
377,13.6750261319588
378,13.530636396514
379,13.6295593026293
380,13.7738508823521
381,13.6280895180021
382,13.778328657156
383,13.5793387054987
384,13.8308146272129
385,13.5392006702782
386,13.6825974185368
387,14.0314880271512
388,14.1051843425628
389,14.0010253366548
390,13.8918773579522
391,13.9652274309239
392,14.02934904264
393,14.0669700631552
394,13.9623700115093
395,13.8737456342483
396,14.0034109465582
397,14.0081259096501
398,13.9583170442429
399,14.0650086309
400,14.0568305637841
401,14.0166585047544
402,13.8535885340161
403,14.0990161126684
404,13.9509892720875
405,14.0190288467669
406,13.8656491881994
407,13.8963023399629
408,14.076519160187
409,14.312145673559
410,14.3704202862303
411,14.4755960753885
412,14.1698093967661
413,14.3909067862455
414,14.2138712951193
415,14.2424384261974
416,14.4323639538064
417,14.1732051386561
418,14.4253016766592
419,14.4355883144553
420,14.6491988737035
421,14.6001836946782
422,14.602212427363
423,14.6323822890458
424,14.7635503609426
425,14.6598867397383
426,14.5409601428199
427,14.7879102269528
428,14.753769551812
429,14.6530123250654
430,14.8890671634114
431,15.0688245349965
432,14.8520447348877
433,14.8731744438141
434,14.9262094632286
435,14.997443184369
436,15.0121762084228
437,15.3228337184271
438,15.226509357505
439,15.2732311361773
440,15.3266794492372
441,15.1987901059627
442,15.1688707032287
443,15.406905668584
444,15.2750659644252
445,15.3204346446757
446,15.2360221046722
447,15.5040409223206
448,15.7184437973664
449,15.4880395952796
450,15.7384456672124
451,15.606341595485
452,15.8763847160038
453,15.9711305898867
454,16.0303823002168
455,16.0344696544099
456,15.9653140118587
457,16.2326304550824
458,16.1627461430288
459,16.6074871566809
460,16.6713783859123
461,16.68165373083
462,16.4629617959229
463,16.6288154823914
464,17.1847027748011
465,17.0467192269438
466,17.0542817282318
